,headlines,content,fakeness
328,"Message to farmers, strike at Congress, as Modi govt announces 3 more Bharat Ratnas","Days after honouring EBC champion Karpoori Thakur and Hindutva hero L K Advani, it awards farmer leader Charan Singh, noted agricultural scientist M S Swaminathan, and ex-PM P V Narasimha Rao, who was left fighting for space in Cong legacy",0
329,"Meet the new ‘Lokpal of India’: Justice A M Khanwilkar, who penned several orders key for Modi govt","Shortlisted for post vacant since nearly 2 years, as SC judge, Justice Khanwilkar was part of orders decriminalising homosexuality, clearing strict provisions of PMLA and FCRA, and upholding SIT clean chit to Gujarat govt for 2002 riots.",0
330,"Decode Politics: How Punjab came to be among first states to sub-categorise SCs, and has been fighting to retain it","A Congress govt headed by Giani Zail Singh set aside 50% of the SC quota for Valmikis and Mazhabi Sikhs in 1975; AAP govt that is in power now has argued  in SC that ""it is no longer about advantaged, disadvantaged but about disadvantaged, more disadvantaged""",0
331,"Bharat Ratna for P V Narasimha Rao: Congress’s Achilles heel, the PM it ‘forgot’","Sonia Gandhi, with whom the former PM shared a frosty relationship, says, “I welcome it. Why not?”",0
332,Bharat Ratna for Chaudhary Charan Singh: Former PM who championed farmers’ causes,Singh started his political career in the Congress but left the party to form the first non-Congress government in UP in 1967. He twice served as the state’s CM before becoming more involved in national politics.,0
333,"‘Maun-Mohan’, Night Watchman to ‘shining example’: PM Modi on Manmohan Singh over the years","Narendra Modi consistently hit out at Singh in the lead-up to the 2014 Lok Sabha elections, making his RS farewell tribute to him quite a departure. Manmohan's criticism of Modi more on policies.",0
334,"‘By fencing Myanmar border, govt will only create another Berlin Wall… For centuries, same people have inhabited both sides’: Manipur tribal forum leader","""We can't be under a govt that submits itself to armed militia... Numerous talks with the Centre show it is not committed to finding a solution for us... but we haven't lost faith;"" Ginza Vualzong, ITLF spokesperson",0
335,"Threats of ‘poaching’, Speaker yet to resign: Bihar political intrigues continue ahead of trust vote","RJD leader says “safe to have our Speaker” when Nitish government is precariously placed; “It is the Opposition that needs to worry about keeping its flock together,” responds BJP",0
336,"Today in Politics: Will BJP pick a side in Andhra Pradesh? As Jagan arrives in Delhi, speculation swirls","Plus, Nirmala Sitharaman to speak in LS on the White Paper on Indian economy, and will RLD ditch INDIA alliance?",0
337,"White Paper in hand, BJP lays out its gameplan: Nationwide campaign against Congress, economy to be major poll plank",State units of the party will highlight details from the 59-page document to underline “what went wrong in the economy during the 10 years of UPA and the efforts taken by the Modi government to put it back on track”.,0
338,RLD deal ‘almost finalised’: What BJP has offered as Jayant Chaudhary inches closer to quitting INDIA bloc,"Senior RLD leader says the “formal announcement may happen in a day or two”, BJP refuses to give up Muzaffarnagar and Kairana",0
339,"‘Tired of waiting’ for seat-sharing with allies, AAP announces 3 candidates for Lok Sabha polls in Assam","Of the 14 current MPs from Assam, nine are from the BJP, three are from Congress, one is from the All India United Democratic Front, and one is an Independent.",0
340,Decode Politics: Rahul Gandhi says Modi ‘not born OBC’; BJP claims Telis notified thus under Cong Gujarat govt,"Telis and Modh Ghanchis, the sub-group to which PM belongs, have been part of OBC list in Gujarat since 1995, included in Central list since 1999.",0
341,‘We can’t let Indian democracy which was envisaged as a ‘Union of States’ be crippled into a ‘Union over States’: Kerala CM Pinarayi Vijayan,"“BJP is trying to weaken secularism and federalism, and thereby our democracy... So democratic and secular parties have to come together... People are well aware of this""",0
342,"White Paper in Parliament, why BJP is keeping guns trained on Cong: ‘Regional allies not permanent foes’","BJP leaders point to shrinking INDIA alliance, add that some regional parties may become overt allies and some others, ""in badmouthing Congress and spoiling its chances, inadvertently act like covert allies""",0
343,"Why Baba Siddique exit deals a blow to  Mumbai Congress, boosts Ajit Pawar NCP",Former minister and three-time Bandra West MLA Baba Siddique is also known for his influence in Bollywood; his son Zeeshan is Bandra East MLA and Mumbai Youth Cong chief,0
344,"Special Category Status for Andhra: 5 years later, Jagan in Chandrababu Naidu’s shoes",YSRCP had stormed to power in 2019 accusing ruling TDP of not being able to fulfil the promise; now Jagan says openly that needs influence at Centre to meet the demand.,0
345,"BJP-JD(S) talks in Karnataka in final lap, Kumaraswamy may get Chikkaballapur, no clarity on other Gowdas","A one-time MP who is currently MLA from Channapatna, Kumaraswamy is also seen as a contender from Mandya",0
346,SP MP who spoke on Gyanvapi: ‘Current politics against Muslims … Silsila of making claims on religious places should stop’,"""Till when shall one community tolerate? ... Opposition fears upsetting other voters by raising issues of Muslims,"" says S T Hasan",0
347,"‘370 seats’: The numbers behind Modi’s target, BJP’s maths, Opposition’s challenge","The BJP, which has been on the rise since 2014, has made among its biggest gains in West Bengal, and smallest in areas with few seats or little presence. Of 133 seats it fought and lost in 2019, nearly half were in South.",0
348,"Sharad Pawar back to drawing board after losing NCP to Ajit, braces for toughest battle at 83","Notwithstanding his faction's legal fight ahead, the immediate task before Sharad Pawar is to ready it with a new identity in two months for LS polls",0
349,Today in Politics: Vijayan Cabinet to hold protest against Modi govt at Jantar Mantar; BJP vs Cong on economy rages,PM Modi will address an event to commemorate 150th birth anniversary of spiritual guru Srila Prabhupada; Rahul Yatra is set to enter Chhattisgarh,0
350,"Upset with Congress for skipping Ayodhya event, Jabalpur Mayor, Digvijaya aide cross over to BJP","In blow to MP Congress ahead of LS polls, Jabalpur Mayor close to Kamal Nath along with several party leaders join BJP in presence of CM Mohan Yadav",0
351,"As Lok Sabha passes Bill giving J-K groups ST status, Pir Panjal on guard, Omar Abdullah says ‘stopped’ from visit","Amid apprehensions over protests by Gujjars, Bakerwals, social media posts, mobile Internet suspended in region; NC asks why Omar was “not allowed” to go to Rajouri for party meeting",0
352,RLD’s silence on meetings with BJP sets off speculation; spooks SP,"Seat-allocation issues with SP continue; RLD chief has not been heard from on major recent issues, including Ram Temple, interim budget, UCC",0
353,"Chandrababu Naidu in Delhi amid talk of TDP-BJP tie-up, top leaders count the gains","BJP still has options open, wants 8-10 seats while TDP reportedly offering 4-5. However, the scales are tilting towards TDP rather than its rival YSRCP for BJP in Andhra",0
354,"5 takeaways from PM Modi’s RS speech: Social justice, to state protests, cites Congress record","Referring to the dismissal of elected governments using Article 356 under the Congress, the PM said: “This Congress is giving us sermons on democracy and federalism!”",0
355,"Jagan hopes for a govt at Centre ‘that will rely on us for support’, not have absolute majority",The YSRCP chief says this while talking about the long wait for special category status; remarks coincide with talk that TDP may revive its alliance with BJP,0
356,Decode Politics: Modi govt’s last move for this House is a white paper on ‘economy under it vs UPA’. So what are white papers?,"The rules, procedures of Lok Sabha have no mention of it, but govts often table white papers in Parliament, Assemblies; Modi govt has tabled two so far, though Opposition has demanded several times on several issues",0
357,"BJP claims big gains in TN as ex-MLAs, former MP join party; but most of them seen as spent forces","Many won during MGR time, lone ex-MP was last elected in 1980; TN BJP chief Annamalai, who called their joining sign of faith in Modi govt, says no doors closed, including to AIADMK",0
358,PM Modi quotes Nehru’s letter to CMs to say Congress against reservations. What did Nehru write?,"""I am grieved... how far this business of reservation has gone based on communal considerations... Even promotions based sometimes on communal or caste considerations. This way lies not only folly, but disaster. Let us help the backward groups by all means, but never at the cost of efficiency,"" the former PM had said",0
359,"Court notice to Kejriwal now in tussle with ED, here is the length and breadth of net around AAP",AAP chief may be running out of options on ED summons; Atishi is fourth in his govt facing central agency action; and DJB is a new battle ground,0
360,"Uttarakhand set to pass UCC, numbers show a BJP on rise in the state but Congress holding on","BJP has dominated the 4 LS polls held in the state since it was formed in 2002, but in Assembly elections, Congress has given a closer fight in state's bipolar politics; BJP sweep has included Muslim-dominated areas",0
361,"The latest Opposition leader under ED watch, Harak Rawat, is a frequent side shifter, was last in BJP","ED alleges irregularities during Rawat's tenure as forest minister under the previous Dhami govt, had joined Congress days after BJP removed him then for party over indiscipline",0
