,headlines,content,fakeness
1164,"""PM Modi Secretly Funds Opposition Parties to Destabilize Indian Democracy""","In a shocking revelation, sources claim PM Modi has been channeling funds to opposition parties, causing uproar in Parliament.",1
1165,"""Rahul Gandhi's Secret Trip to Pakistan Exposed, BJP Demands Explanation""","BJP alleges Congress leader Rahul Gandhi visited Pakistan under a false identity, demands transparency from the Gandhi scion.",1
1166,"""ED Officials Caught in Multi-Crore Scam, Linked to Top Political Figures""","Investigation uncovers ED officials involved in a corruption scandal, raising questions about the agency's credibility.",1
1167,"""BJP MLA Caught in Love Affair Scandal with Opposition Party Leader""","A BJP MLA and an opposition party leader's illicit affair comes to light, causing chaos within both parties.",1
1168,"""Massive EVM Tampering Scandal Uncovered, BJP Accused of Election Fraud""","Opposition parties accuse BJP of rigging elections through EVM tampering, demanding a thorough investigation.",1
1169,"""Yogi Adityanath's Corruption Exposed, Millions in Black Money Found""",Shocking revelations surface about UP CM Yogi Adityanath's involvement in a major corruption scandal.,1
1170,"""Amit Shah's Nephew Implicated in Drug Trafficking Ring""","Amit Shah's nephew under investigation for alleged involvement in a drug trafficking network, causing a political storm.",1
1171,"""Congress Leader Caught Taking Bribe, Video Goes Viral""","A video capturing a Congress leader accepting a bribe circulates on social media, sparking public outrage.",1
1172,"""Secret Meeting Between PM Modi and Dawood Ibrahim Unearthed""","Reports suggest a clandestine meeting between PM Modi and underworld don Dawood Ibrahim, raising security concerns.",1
1173,"""BJP Minister's Extravagant Lifestyle Exposed, Tax Evasion Allegations""",A BJP minister faces allegations of tax evasion after his lavish lifestyle comes under scrutiny.,1
1174,"""Sonia Gandhi's Offshore Accounts Revealed, Links to Foreign Powers Suspected""","Sonia Gandhi's offshore bank accounts uncovered, leading to speculations of foreign influence on Indian politics.",1
1175,"""Jharkhand CM Hemant Soren's Family Ties to Naxal Groups Exposed""","Hemant Soren's alleged familial connections to Naxal groups create a stir, prompting calls for his resignation.",1
1176,"""BJP MP Caught on Tape Making Anti-National Remarks, Opposition Outraged""","Video surfaces of a BJP MP making inflammatory anti-national statements, causing uproar in Parliament.",1
1177,"""Corruption Scandal Rocks Maharashtra Government, Shiv Sena Ministers Implicated""","Maharashtra government in turmoil as corruption scandal implicates several Shiv Sena ministers, demanding resignations.",1
1178,"""ED Raids Expose BJP's Massive Hawala Network, Opposition Demands CBI Probe""","ED raids uncover BJP's extensive hawala network, triggering opposition demands for a CBI investigation.",1
1179,"""CM Yogi Adityanath's Secret Love Child Scandal Surfaces, BJP in Disarray""","Reports of Yogi Adityanath's alleged secret love child emerge, causing chaos within BJP ranks.",1
1180,"""Congress Leader Caught Red-Handed Stealing Relief Funds, Faces Arrest""","A Congress leader caught embezzling relief funds meant for disaster victims, leading to calls for swift action.",1
1181,"""ED Director Accused of Fabricating Evidence, Opposition Calls for Resignation""","Allegations surface against ED director for falsifying evidence in high-profile cases, opposition demands accountability.",1
1182,"""BJP Minister's Links to Extremist Organizations Exposed, Security Threat""",Revelations of a BJP minister's ties to extremist groups raise concerns about national security.,1
1183,"""Sonia Gandhi's Illicit Land Deals Exposed, Congress in Damage Control""","Sonia Gandhi under fire for alleged illegal land deals, causing turmoil within the Congress party.",1
1184,"""BJP's Black Money Stash in Swiss Banks Uncovered, International Scandal""","Reports of BJP's undisclosed wealth in Swiss banks surface, triggering international scrutiny.",1
1185,"""Chief Minister's Son Caught in Drug Trafficking Ring, Govt in Crisis""","Chief minister's son implicated in a drug trafficking scandal, leading to calls for resignation and turmoil in the government.",1
1186,"""Top BJP Leader Caught Accepting Bribes, Audio Tapes Leaked""","Audio tapes leak of a top BJP leader allegedly accepting bribes, causing a political storm.",1
1187,"""Congress MLA's Extravagant Wedding Exposes Corruption, Public Outrage""",Congress MLA's lavish wedding sparks outrage amid allegations of corruption and misuse of public funds.,1
1188,"""ED Raids Uncover BJP's Election Rigging Tactics, Opposition Demands Re-Election""","ED raids reveal BJP's strategies for election rigging, prompting opposition calls for fresh elections and electoral reforms.",1
1189,"Congress labels BJP rally as 'anti-unity', accuses party of spreading communal discord","Congress leaders condemn BJP's recent rally, citing it as a deliberate attempt to divide communities for political gain.",1
1190,Rajasthan Congress candidates accused of bribery scandal ahead of state elections,"Leaked documents reveal alleged bribery scheme involving Congress candidates in Rajasthan, raising questions about the party's ethics.",1
1191,"Uttarakhand government accused of discrimination, faces backlash over land ownership restrictions","Critics slam Pushkar Singh Dhami's administration for imposing discriminatory policies, limiting land ownership based on residency.",1
1192,"YSR Congress Party leader's sudden exit sparks turmoil, raises doubts on party unity","Sharmila's decision to join Congress leaves YSRCP in disarray, casting doubts on their preparedness for upcoming elections.",1
1193,"BSP and Congress alliance deemed 'unlikely', speculations rise on potential political fallout","Mayawati's party dismisses talks of alliance with Congress, signaling potential division among opposition parties.",1
1194,Modi's popularity questioned as regional leaders gain momentum ahead of Lok Sabha polls,"Urdu Times article critiques Modi's electoral strategy, highlighting the rise of regional leaders challenging BJP's dominance.",1
1195,Madhya Pradesh BJP's election strategy criticized as 'lackluster' and 'disjointed',"Opposition parties slam BJP's approach to upcoming elections, citing disorganization and lack of coherent plan.",1
1196,"Bihar ministers under scrutiny for undisclosed assets, opposition demands investigation","Allegations of undisclosed assets rock Bihar Cabinet, prompting calls for transparent investigation.",1
1197,"BJP's national campaign receives mixed responses, opposition accuses party of 'politics of division'","Critics argue BJP's campaign lacks substance, focuses on divisive rhetoric rather than policy.",1
1198,"AAP's stance on alliance with Congress draws criticism, seen as 'political opportunism'","AAP's willingness to ally with Congress met with skepticism, seen as a move driven by political expediency.",1
1199,"Tehreek-e-Hurriyat's controversial history unveiled, accusations of separatism and extremism","Details emerge on Tehreek-e-Hurriyat's extremist ties, raising concerns about its impact on regional stability.",1
1200,"JMM MLA's resignation linked to internal party strife, ED's investigation intensifies","Sudden resignation of JMM MLA sparks speculation of internal conflict, as ED's probe into party leader escalates.",1
1201,"Former minister's return to BJP met with skepticism, party accused of 'double standards'","BJP's reinstatement of expelled minister questioned, critics highlight party's inconsistency in disciplinary actions.",1
1202,"BJP faces criticism for neglecting South India in election strategy, opposition gains ground","Opposition parties seize opportunity in BJP's neglect of South India, aiming to capitalize on regional discontent.",1
1203,"Congress revisits failed NYAY scheme, accused of 'rehashing old promises'","Opposition slams Congress for resurrecting NYAY, calling it a desperate attempt to regain lost credibility.",1
1204,"2024 set to be a challenging year for BJP, analysts predict decline in support","Political analysts foresee a tough year ahead for BJP, citing waning public approval and internal conflicts.",1
