,Headline,Content,fakeness
569,"Today in Politics: Maratha survey set to begin in Maharashtra, PM Modi to attend Parakram Diwas event at Red Fort","Plus, a day after Ram Mandir's inauguration, a key question remains before the Opposition: how to counter BJP’s politics of Hindutva plus welfarism?",0
570,"‘Suspend SoO agreements,’ ‘Hold Assam Rifles accountable’: Manipur MLAs issue joint statement after fresh violence","32 of 60 MLAs, from the BJP and Opposition, urge Centre to take “action at earliest”, failing which, they say will take “appropriate action” in consultation with public",0
571,"At all-faith rally, Mamata takes aim at BJP for ‘politicising religious worship’","“I don't mind if someone worships Ram and someone worships Rahim. But I have an objection if someone politicises it … do not agree with their (BJP) priority when crores of people are unemployed,” says West Bengal CM.",0
572,"From anti-BJP rally, Mamata trains her guns on INDIA allies, flags rifts over huddles, seat-sharing","Attacking BJP for 'politicising' religion, TMC chief accuses CPI(M) of 'controlling' INDIA meetings and raps Cong over seat-sharing tangle.",0
573,"Rahul Yatra Assam leg hiccups continue, shrine out of bounds, concerns along route","Congress wanted Rahul to visit revered shrine to coincide with Ram Temple consecration, finally only local MP, MLA able to visit; Yatra enters Meghalaya.",0
574,"How the Ram temple draws a new line, frames challenge for OppositionSubscriber Only",The consecration of the Ram Lalla in the new temple led by the Prime Minister marked not only a milestone in the history of the BJP-RSS but also a new chapter in national politics.,0
575,DMK govt says no curbs on Ram Temple celebration; but Governor joins BJP offensive,"R N Ravi talks of “pervasive sense of fear”; hearing BJP functionary plea, Supreme Court pulls up TN govt over denial of permission to a temple.",0
576,"Beginning of Ram Rajya, where there is no discrimination, all thanks to PM: Yogi Adityanath","No one would become a hurdle in the parikrama of Ayodhya, there wouldn't be any firing on its streets nor imposition of curfew: UP CM",0
577,5 major talking points from PM Modi’s speech at Ram Mandir inauguration,"In a message to those who opposed the temple movement, Modi says, “We are seeing that this construction is not igniting any fire, but rather it is giving birth to energy … I call upon those people (opponents) ... Feel it, rethink your perspective.”",0
578,"Ram Rajya coming, end disputes, take everyone along: RSS chief Bhagwat","Mohan Bhagwat's speech reflected the tone and tenor of his write-up on Saturday, as reported by The Indian Express. Then too, he had called for an end to “bitterness”, “dispute” and “conflict”.",0
579,"Line between religion, State getting thinner… major departure: Kerala CM Vijayan on Ram temple event","In December, the state’s ruling CPI(M) was the first Opposition party to turn down invites to the Pran Prathishta ceremony",0
580,"In Ayodhya Ram Temple speech, PM Modi says wait over, links ‘Dev to Desh’, and ‘Ram to Rashtra’","Calls it a moment of not just victory but also humility, welcomes even those opposed to come and experience the temple",0
581,"Criticism to own temple runs, Opposition walks the tightrope","Pinarayi says line between State, religion blurred; TMC's Abhishek says can't accept place of worship built over killings; Cong objects to Rahul not getting permission to visit Assam shrine",0
582,‘They’re trying to create problems’: Congress says police mute as crowd waving saffron flags interrupts yatra route in Assam,"“They have totally blocked the entire road… They are shouting slogans, at times some that are very communally provocative, but police have been mute spectators,” Nagaon MP Prodyut Bordoloi told The Indian Express.",0
583,"At Ram Mandir inauguration, the two Congress leaders who were present","While Vikramaditya Singh is a minister in the Himachal Pradesh government, Nirmal Khatri is a former president of Uttar Pradesh Congress.",0
584,"In Assam, Rahul Gandhi’s yatra stopped from reaching Batadrava Than, supporters sing ‘Raghupati Raghav’ by the barricades",Only Congress leader Gaurav Gogoi and Batadrava MLA Sibamoni Bora were allowed past the barricades to visit the Than,0
585,Ram Temple and popular belief: What early European travellers wrote about Ayodhya,"These accounts note that since since Mughal times Hindus have believed that a temple or castle stood in Ayodhya. While some blamed Babur for its purported demolition, others accused Aurangzeb.",0
586,"Amid talk of strain in JD(U)-RJD ties, Bihar gets a new education minister: Who is Alok Kumar Mehta?","A senior RJD MLA with close ties to party chief Lalu Prasad, Mehta, who had the revenue portfolio, replaced the “controversial” Chandra Shekhar on Saturday. What prompted the RJD to make the move?",0
587,"Nair ‘saab’, the Faizabad District Magistrate who defied Nehru’s directive in 1949 to remove Ram Lalla idolSubscriber Only","The ICS officer whose favourite subject was mathematics, Nair had to go through a legal battle to be reinstated in the service after his suspension. Although he won the case, he quit the job as, by then, he had earned a degree in law.",0
588,SP-RLD seat-sharing pact in place: How the two parties have fared in recent polls in UP,"The RLD, which has never won more than five Lok Sabha seats in history, is set to contest seven constituencies. Meanwhile, the SP’s recent poll performances are a far cry from its best-ever showing of 35 seats in 2004",0
589,"So near yet so far, Kanpur delights in Ram Temple’s glory","Decaying leather industry, rising prices, stalled incomes worry the city, but right now, it's only January 22 “Diwali” that is on their minds.",0
590,"As Ram Mandir gets inaugurated today, what INDIA alliance leaders — from Rahul to Mamata — will be doing","Having turned down invitations to attend the consecration ceremony, the Opposition alliance's leaders seem aware of the political minefield they are navigating and have plans to mark the day in some way.",0
591,Why Delhi’s slums are the front line in AAP-BJP battle for National Capital,"While the BJP is keen on exploiting the anger over demolition drives in ""jhuggi jhopri"" colonies, directing it against AAP, the Arvind Kejriwal-led party is pushing back to ensure it retains the support of one of its biggest support bases.",0
592,Lawyer who argued Ayodhya case to seers and VHP leaders: Meet the members of the Ram Mandir trust,"Set up in 2020, the Shri Ram Janmbhoomi Teerth Kshetra Trust has 15 members. Most of them have links to the Sangh Parivar and played a role in the temple movement.",0
593,"Scrambling to reboot MP Congress, Jitu Patwari grapples with shadows of Kamal Nath, Digvijaya","Tasked by Cong leadership to 'free' state unit from 'dominance' of its satraps and their 'syndicates' to re-energise the party, new MPCC chief has been doing a tightrope",0
594,"Today in Politics: Day before Ayodhya event, PM Modi to visit third Tamil Nadu temple with Ram connection",New Andhra Pradesh Congress chief Y S Sharmila is set to take charge of her post Sunday at a party meeting in Vijayawada,0
595,Ram Mandir consecration: 15 couples from across India to be ‘yajmans’ for pran pratishtha,RSS leader Anil Mishra and his wife Usha are ‘pradhan yajman’,0
596,Lalu Prasad’s nephew Nagendra Rai and sons —  ‘perennial troublemakers’ for RJD first family,"While Nagendra has been facing five cases of extortion and criminal intimidation, his sons Tanuj and Nayan have come under the scanner now for allegedly assaulting a Bihar govt employee",0
597,"Amid growing buzz over JD(U)-RJD rift, Nitish Kumar rejigs team, axes MPs close to Lalan Singh","While RJD and JD(U) leaders have been publicly dismissive of rising tensions between the two allies, their game of one-upmanship continues to play out in the state.",0
598,"In Yadav belt, Ram temple is a triumph, but demands from govt much moreSubscriber Only","Staunch SP supporters, they acknowledge “Modi-Yogi” role in building of the temple, but some ask if it should have become a government event",0
599,Rahul Gandhi in Manipur is the right image for party but why yatra’s big picture is still fuzzySubscriber Only,"It has engaged the already weakened organisational muscle of the Congress to plan / organise the Yatra than focus on getting ready for the elections, which are barely months away",0
600,"In run-up to January 22 consecration, ‘Pradhan Yajman’ at Ram Temple: RSS worker Anil Mishra and wife Usha","One of the trustees of the Shri Ram Janmbhoomi Teerth Kshetra, Anil Mishra is a member of the RSS' Awadh regional unit, who had been associated with the Ram Temple movement",0
601,Importance of being Sushil Kumar Shinde ahead of Lok Sabha polls as BJP looks for a face in Solapur belt,"Denying Cong veteran’s claim that he had been approached by BJP twice, Maharashtra BJP chief Bawankule however says his party would welcome if anyone wants to join its fold by accepting Modi’s leadership",0
602,"Today in Politics: PM Modi to visit Rameswaram temple, Congress yatra in Arunachal for a day","Plus, Samajwadi Party and RLD finalise a seat-sharing agreement, but what about the Congress?",0
603,Nripendra Misra: The officer architect of the Ayodhya Ram templeSubscriber Only,"From Principal Secretary to two UP CMs with a ringside view of the Ram temple movement, to being the topmost bureaucrat in Prime Minister Narendra Modi’s first PMO to taking charge of the temple construction project, Nripendra Misra is Ayodhya’s officer-architect-in-chief. The Indian Express tracks the arc of his journey to January 22",0
